Name,ID,Team
Dale Steyn,47492,Deccan Chargers
Rusty Theron,223642,Deccan Chargers
Ishant Sharma,236779,Deccan Chargers
Daniel Harris,5583,Deccan Chargers
Veer Pratap Singh,528967,Deccan Chargers
Syed Quadri,32978,Deccan Chargers
Sneha Kishore,526387,Deccan Chargers
TP Sudhindra,34139,Deccan Chargers
Virender Sehwag,35263,Delhi Daredevils
Punit Bisht,236693,Delhi Daredevils
Robin Bist,262464,Delhi Daredevils
Gulam Bodi,44089,Delhi Daredevils
Unmukt Chand,446499,Delhi Daredevils
Aaron Finch,5334,Delhi Daredevils
Mahela Jayawardene,49289,Delhi Daredevils
Manprit Juneja,390480,Delhi Daredevils
Prashant Naik,32094,Delhi Daredevils
Naman Ojha,32102,Delhi Daredevils
Kevin Pietersen,19296,Delhi Daredevils
Ross Taylor,38699,Delhi Daredevils
Venugopal Rao,35805,Delhi Daredevils
David Warner,219889,Delhi Daredevils
Tejashwi Yadav,344286,Delhi Daredevils
Travis Birt,4292,Delhi Daredevils
Colin Ingram,45705,Delhi Daredevils
Glenn Maxwell,325026,Delhi Daredevils
Yogesh Nagar,317786,Delhi Daredevils
Irfan Pathan,32685,Delhi Daredevils
Andre Russell,276298,Delhi Daredevils
Roelof van der Merwe,47850,Delhi Daredevils
Varun Aaron,360911,Delhi Daredevils
Ajit Agarkar,26184,Delhi Daredevils
Doug Bracewell,362541,Delhi Daredevils
Morne Morkel,46538,Delhi Daredevils
Shahbaz Nadeem,31872,Delhi Daredevils
Pawan Negi,530773,Delhi Daredevils
Aavishkar Salvi,34264,Delhi Daredevils
Vikas Mishra,437560,Delhi Daredevils
Umesh Yadav,376116,Delhi Daredevils
Sunny Gupta,271315,Delhi Daredevils
Zafir Patel,559283,Delhi Daredevils
Kuldeep Raval,339508,Delhi Daredevils
Adam Gilchrist,5390,Kings Xi Punjab
Siddharth Chitnis,337916,Kings Xi Punjab
Paras Dogra,28160,Kings Xi Punjab
Gurkeerat Singh Mann,537124,Kings Xi Punjab
Shaun Marsh,6683,Kings Xi Punjab
David Miller,321777,Kings Xi Punjab
Nitin Saini,274785,Kings Xi Punjab
Sunny Singh,35282,Kings Xi Punjab
Paul Valthaty,35630,Kings Xi Punjab
Amit Yadav,290638,Kings Xi Punjab
Azhar Mahmood,39024,Kings Xi Punjab
Bipul Sharma,35928,Kings Xi Punjab
Piyush Chawla,32966,Kings Xi Punjab
Ben Cutting,230371,Kings Xi Punjab
James Faulkner,270484,Kings Xi Punjab
David Hussey,5766,Kings Xi Punjab
Mandeep Singh,398506,Kings Xi Punjab
Dimitri Mascarenhas,16932,Kings Xi Punjab
Abhishek Nayar,32091,Kings Xi Punjab
Rajagopal Sathish,33870,Kings Xi Punjab
Kyle Abbott,297583,Kings Xi Punjab
Love Ablish,26236,Kings Xi Punjab
Parvinder Awana,323131,Kings Xi Punjab
Bhargav Bhatt,433410,Kings Xi Punjab
Harmeet Singh,391128,Kings Xi Punjab
Ryan Harris,5779,Kings Xi Punjab
Praveen Kumar,30732,Kings Xi Punjab
Vikramjeet Malik,31738,Kings Xi Punjab
Ramesh Powar,32391,Kings Xi Punjab
Nathan Rimmington,7443,Kings Xi Punjab
Shalabh Srivastava,34245,Kings Xi Punjab
Stuart Broad,10617,Kings Xi Punjab
Gautam Gambhir,28763,Kolkata Knight Riders
Manvinder  Bisla,27280,Kolkata Knight Riders
Debabrata Das,328163,Kolkata Knight Riders
Brad Haddin,5560,Kolkata Knight Riders
Brendon McCullum,37737,Kolkata Knight Riders
Eoin Morgan,24598,Kolkata Knight Riders
Sanju Samson,425943,Kolkata Knight Riders
Manoj Tiwary,35565,Kolkata Knight Riders
Rajat Bhatia,26907,Kolkata Knight Riders
Iqbal Abdulla,277237,Kolkata Knight Riders
Chirag Jani,527362,Kolkata Knight Riders
Jacques Kallis,45789,Kolkata Knight Riders
Sunil Narine,230558,Kolkata Knight Riders
Yusuf Pathan,32498,Kolkata Knight Riders
Shakib Al Hasan,56143,Kolkata Knight Riders
Laxmi Shukla,34019,Kolkata Knight Riders
Ryan ten Doeschate,47660,Kolkata Knight Riders
Lakshmipathy Balaji,26829,Kolkata Knight Riders
Marchant de Lange,393279,Kolkata Knight Riders
Sarabjit Ladda,317292,Kolkata Knight Riders
Brett Lee,6278,Kolkata Knight Riders
Mohammed Shami,481896,Kolkata Knight Riders
James Pattinson,272465,Kolkata Knight Riders
Pradeep Sangwan,279545,Kolkata Knight Riders
Jaydev Unadkat,390484,Kolkata Knight Riders
Iresh Saxena,327129,Kolkata Knight Riders
Aiden Blizzard,4498,Mumbai Indians
Herschelle Gibbs,45224,Mumbai Indians
Davy Jacobs,45782,Mumbai Indians
Dinesh Karthik,30045,Mumbai Indians
Richard Levi,46148,Mumbai Indians
Sushant Marathe,31756,Mumbai Indians
Ambati Rayudu,33141,Mumbai Indians
Jaydev Shah,34997,Mumbai Indians
Rohit Sharma,34102,Mumbai Indians
Tirumalasetti Suman,34281,Mumbai Indians
Aditya Tare,333904,Mumbai Indians
Sachin Tendulkar,35320,Mumbai Indians
Apoorv Wankhade,505773,Mumbai Indians
Suryakumar Yadav,446507,Mumbai Indians
Amitoze Singh,482315,Mumbai Indians
James Franklin,37004,Mumbai Indians
Thisara Perera,233514,Mumbai Indians
Kieron Pollard,230559,Mumbai Indians
Dwayne Smith,53118,Mumbai Indians
Harbhajan Singh,29264,Mumbai Indians
Abu Nechim,228430,Mumbai Indians
Yuzvendra Chahal,430246,Mumbai Indians
Kuldeep Yadav,559235,Mumbai Indians
Dhawal Kulkarni,277955,Mumbai Indians
Lasith Malinga,49758,Mumbai Indians
Clint McKay,6903,Mumbai Indians
Pragyan Ojha,32130,Mumbai Indians
Munaf Patel,32965,Mumbai Indians
Robin Peterson,46750,Mumbai Indians
Rahul Shukla,390547,Mumbai Indians
RP Singh,35280,Mumbai Indians
Pawan Suyal,431213,Mumbai Indians
Mitchell Johnson,6033,Mumbai Indians
Sujit Nayak,477057,Mumbai Indians
Sourav Ganguly,28779,Pune Warriors
Michael Clarke,4578,Pune Warriors
Eklavya Dwivedi,340841,Pune Warriors
Callum Ferguson,5236,Pune Warriors
Harpreet Singh,340854,Pune Warriors
Dheeraj Jadhav,29637,Pune Warriors
Harshad Khadiwale,253800,Pune Warriors
Mohnish  Mishra,31028,Pune Warriors
Manish Pandey,290630,Pune Warriors
Marlon Samuels,52983,Pune Warriors
Steven Smith,267192,Pune Warriors
Graeme Smith,47270,Pune Warriors
Tamim Iqbal,56194,Pune Warriors
Robin Uthappa,35582,Pune Warriors
Luke Wright,23460,Pune Warriors
Yuvraj Singh,36084,Pune Warriors
Raiphi Gomez,28846,Pune Warriors
Mithun Manhas,31001,Pune Warriors
Angelo Mathews,49764,Pune Warriors
Jesse Ryder,38373,Pune Warriors
Shrikant Wagh,279552,Pune Warriors
James Hopes,5702,Pune Warriors
Mitchell Marsh,272450,Pune Warriors
Ashok Dinda,227712,Pune Warriors
Kamran Khan,391121,Pune Warriors
Murali Kartik,30049,Pune Warriors
Bhuvneshwar Kumar,326016,Pune Warriors
Nathan McCullum,37749,Pune Warriors
Ali Murtaza,26490,Pune Warriors
Ashish Nehra,31820,Pune Warriors
Wayne Parnell,265564,Pune Warriors
Sachin Rana,33757,Pune Warriors
Rahul Sharma,272994,Pune Warriors
Alfonso Thomas,47569,Pune Warriors
Anustup Majumdar,31750,Pune Warriors
Krishnakant  Upadhyay,431876,Pune Warriors
Rahul Dravid,28114,Rajasthan Royals
Dinesh Chandimal,300628,Rajasthan Royals
Ankeet Chavan,337913,Rajasthan Royals
Aakash Chopra,27639,Rajasthan Royals
Faiz Fazal,28671,Rajasthan Royals
Shreevats Goswami,302579,Rajasthan Royals
Brad Hodge,5674,Rajasthan Royals
Amit Paunikar,324444,Rajasthan Royals
Ajinkya Rahane,277916,Rajasthan Royals
Owais Shah,20123,Rajasthan Royals
Pinal Shah,34282,Rajasthan Royals
Dishant Yagnik,36071,Rajasthan Royals
Stuart Binny,27223,Rajasthan Royals
Johan Botha,44149,Rajasthan Royals
Ajit  Chandila,27783,Rajasthan Royals
Paul Collingwood,10772,Rajasthan Royals
Kevon Cooper,371814,Rajasthan Royals
Brad Hogg,5681,Rajasthan Royals
Ashok Menaria,371150,Rajasthan Royals
Sumit Narwal,32084,Rajasthan Royals
Abhishek Raut,230593,Rajasthan Royals
Shane Watson,8180,Rajasthan Royals
Deepak Chahar,447261,Rajasthan Royals
Aditya Dole,236694,Rajasthan Royals
Samad Fallah,317750,Rajasthan Royals
Pankaj Singh,32973,Rajasthan Royals
Amit Singh,26789,Rajasthan Royals
Sreesanth,34274,Rajasthan Royals
Shaun Tait,8076,Rajasthan Royals
Siddharth Trivedi,35353,Rajasthan Royals
Mayank Agarawal,398438,Royal Challengers Bangalore
Arun Karthik,319745,Royal Challengers Bangalore
AB de Villiers,44936,Royal Challengers Bangalore
Chidhambaram Gautam,302208,Royal Challengers Bangalore
Mohammad Kaif,29990,Royal Challengers Bangalore
Virat Kohli,253802,Royal Challengers Bangalore
Karun Nair,398439,Royal Challengers Bangalore
Luke Pomersbach,232284,Royal Challengers Bangalore
Cheteshwar Pujara,32540,Royal Challengers Bangalore
Rilee Rossouw,318845,Royal Challengers Bangalore
Saurabh Tiwary,35390,Royal Challengers Bangalore
Daniel Vettori,38710,Royal Challengers Bangalore
Raju Bhatkal,27150,Royal Challengers Bangalore
Tillakaratne Dilshan,48472,Royal Challengers Bangalore
Chris Gayle,51880,Royal Challengers Bangalore
Andrew McDonald,6553,Royal Challengers Bangalore
Ryan Ninan,353669,Royal Challengers Bangalore
KP Appanna,269170,Royal Challengers Bangalore
Abrar Kazi,422106,Royal Challengers Bangalore
Zaheer Khan,30102,Royal Challengers Bangalore
Charl Langeveldt,45963,Royal Challengers Bangalore
Abhimanyu Mithun,310958,Royal Challengers Bangalore
Muthiah Muralidaran,49636,Royal Challengers Bangalore
Dirk Nannes,6981,Royal Challengers Bangalore
Harshal Patel,390481,Royal Challengers Bangalore
Asad Pathan,430401,Royal Challengers Bangalore
Jamaluddin Syed Mohammad,35261,Royal Challengers Bangalore
Vinay Kumar,35731,Royal Challengers Bangalore
Sreenath Aravind,290632,Royal Challengers Bangalore
Prasanth Parameswaran,279562,Royal Challengers Bangalore
S Thiyagarajan,559287,Royal Challengers Bangalore
Vijay Zol,554699,Royal Challengers Bangalore
