Name,ID,Team
Dishant Yagnik,36071,Rajasthan Royals
Shane Watson,8180,Rajasthan Royals
Rajat Bhatia,26907,Rajasthan Royals
Stuart Binny,27223,Rajasthan Royals
Kevon Cooper,371814,Rajasthan Royals
Ben Cutting,230371,Rajasthan Royals
James Faulkner,270484,Rajasthan Royals
Deepak Hooda,497121,Rajasthan Royals
Iqbal Abdulla,277237,Rajasthan Royals
Abhishek Nayar,32091,Rajasthan Royals
Rahul Tewatia,423838,Rajasthan Royals
Amit Mishra,604550,Rajasthan Royals
Ankit Sharma,422992,Rajasthan Royals
Dhawal Kulkarni,277955,Rajasthan Royals
Vikramjeet Malik,31738,Rajasthan Royals
Kane Richardson,272262,Rajasthan Royals
Tim Southee,232364,Rajasthan Royals
Pravin Tambe,587152,Rajasthan Royals
Virat Kohli,253802,Royal Challengers Bangalore
AB de Villiers,44936,Royal Challengers Bangalore
Tanmay Mishra,24790,Royal Challengers Bangalore
Parthiv Patel,32242,Royal Challengers Bangalore
Rilee Rossouw,318845,Royal Challengers Bangalore
Yuvraj Singh,36084,Royal Challengers Bangalore
Nic Maddinson,333780,Royal Challengers Bangalore
Chris Gayle,51880,Royal Challengers Bangalore
Albie Morkel,46248,Royal Challengers Bangalore
Varun Aaron,360911,Royal Challengers Bangalore
Abu Nechim,228430,Royal Challengers Bangalore
Yuzvendra Chahal,430246,Royal Challengers Bangalore
Ashok Dinda,227712,Royal Challengers Bangalore
Shadab Jakati,29655,Royal Challengers Bangalore
Muthiah Muralidaran,49636,Royal Challengers Bangalore
Harshal Patel,390481,Royal Challengers Bangalore
Ravi Rampaul,52912,Royal Challengers Bangalore
Sachin Rana,33757,Royal Challengers Bangalore
Sandeep Warrier,592735,Royal Challengers Bangalore
Mitchell Starc,311592,Royal Challengers Bangalore
Yogesh Takawale,35357,Royal Challengers Bangalore
Vijay Zol,554699,Royal Challengers Bangalore
Srikkanth Anirudha,26798,Sunrisers Hyderabad
Ricky Bhui,642531,Sunrisers Hyderabad
Shikhar Dhawan,28235,Sunrisers Hyderabad
Aaron Finch,5334,Sunrisers Hyderabad
Manprit Juneja,390480,Sunrisers Hyderabad
Naman Ojha,32102,Sunrisers Hyderabad
Amit Paunikar,324444,Sunrisers Hyderabad
KL Rahul,422108,Sunrisers Hyderabad
Brendan Taylor,55814,Sunrisers Hyderabad
Venugopal Rao,35805,Sunrisers Hyderabad
David Warner,219889,Sunrisers Hyderabad
Daren Sammy,53115,Sunrisers Hyderabad
Ashish Reddy,389605,Sunrisers Hyderabad
Moises Henriques,5961,Sunrisers Hyderabad
Jason Holder,391485,Sunrisers Hyderabad
Parvez Rasool,378496,Sunrisers Hyderabad
Irfan Pathan,32685,Sunrisers Hyderabad
Bhuvneshwar Kumar,326016,Sunrisers Hyderabad
Chama Milind,604616,Sunrisers Hyderabad
Amit Mishra,31107,Sunrisers Hyderabad
Karn Sharma,30288,Sunrisers Hyderabad
Ishant Sharma,236779,Sunrisers Hyderabad
Dale Steyn,47492,Sunrisers Hyderabad
Prasanth Parameswaran,279562,Sunrisers Hyderabad
